acto;nome;tipo;ambito_geografico;primeiro_ano;ultimo_ano;n_publicacoes;n_organizacoes;codigos_organizacoes
5622;CCT - ENTRE A LIGA PORTUGUESA DE FUTEBOL PROFISSIONAL E A FESAHT - FEDER. DOS SIND. DA ALIMENTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL;Contrato coletivo de trabalho;Nacional;2000;2001;4;2;2.40.0 5.319.1
5623;CCT- ENTRE A LIGA PORTUGUESA DE FUTEBOL PROFISSIONAL E A FEPCES - FED.PORTUGUESA DOS SIND. DO COMÉRCIO, ESCRITÓRIOS E SERVIÇOS E OUTROS;Contrato coletivo de trabalho;Nacional;2000;2001;12;6;1.133.1 2.15.2 2.21.1 2.26.1 2.6.4 5.319.1
5624;ACT GATE GOURMET PORTUGAL-SERVIÇOS DE CATERING, LD.ª E OUTRA / FESAHT - FEDER. DOS SIND. DA ALIMENTAÇÃO , BEBIDAS, HOLTELARIA E TURISMO DE PORTUGAL E OUTRAS;Acordo coletivo de trabalho;Nacional;2000;2002;12;4;2.15.2 2.39.0 2.40.0 2.6.4
5627;AE ENTRE A REFER - REDE FERROVIÁRIA NACIONAL E.P. E O SINDICATO NACIONAL DOS TRABALHADORES DO SECTOR FERROVIÁRIO E OUTROS - ALTERAÇÃO SALARIAL E OUTRAS E TEXTO CONSOLIDADO;Acordo de empresa;Continente;2008;2011;33;18;1.103.2 1.143.1 1.15.2 1.221.1 1.224.0 1.296.3 1.338.3 1.367.2 1.396.0 1.396.2 1.397.1 1.404.1 1.436.1 1.511.1 1.525.0 1.530.0 1.544.0 1.569.0
5633;CCT - ENTRE A APIMINERAL - ASSOC. PORTUGUESA DA IND. MINERAL E A FETICEQ - FEDER. DOS TRABALHADORES DAS IND. CERAMICA, VIDREIRA, EXTRACTIVA, ENERGIA E QUÍMICA E OUTROS;Contrato coletivo de trabalho;Nacional;2000;2000;4;4;1.133.1 2.26.1 2.32.0 5.51.1
5634;CCT  ENTRE A FENAME - FEDER. NACIONAL DO METAL E A FEQUIMETAL - FEDER. INTERSINDICAL DA METALURGIA, METALOMECANICA, MINAS, QUÍMICA, FARMCÊUTICA, PETRÓLEO E GÁS E OUTROS;Contrato coletivo de trabalho;Nacional;2000;2000;14;14;1.129.1 1.157.2 1.19.1 1.31.2 1.44.3 1.502.0 2.15.2 2.21.1 2.23.2 2.33.0 2.39.0 2.40.0 2.6.4 6.8.0
5635;CCT - ENTRE A APFAO - ASSOC. PORTUGUESA DOS FORNECEDORES DE ARTIGOS DE ÓPTICA E A FEPCES - FEDER. PORTUGUESA DOS SIND. DO COMÉRCIO, ESCRITÓRIO E SERVIÇOS E OUTROS;Contrato coletivo de trabalho;Nacional;2000;2003;11;4;1.248.3 2.15.2 2.6.4 5.248.0
5636;CCT ENTRE A APED - ASSOCIAÇÃO PORTUGUESA DE EMPRESAS DE DISTRIBUIÇÃO E A FEPCES - FEDERAÇÃO PORTUGUESA DOS SINDICATOS DO COMÉRCIO ESCRITÓRIOS E SERVIÇOS E OUTROS;Contrato coletivo de trabalho;Nacional;2000;2004;19;7;1.133.1 1.143.1 2.15.2 2.26.1 2.40.0 2.6.4 5.347.1
5639;CCT ENTRE A ACIC - ASSOCIAÇÃO COMERCIAL E INDUSTRIAL DE COIMBRA E OUTRA E O CESP - SINDICATO DOS TRABALHADORES DO COMÉRCIO, ESCRITÓRIOS E SERVIÇOS DE PORTUGAL;Contrato coletivo de trabalho;Distrital;2000;2009;18;3;1.518.0 5.188.0 5.66.0
5640;CCT ENTRE A ASSOCIAÇÃO PORTUGUESA DE HOSPITALIZAÇÃO PRIVADA E A FESAHT - FEDERAÇÃO DOS SINDICATODS DA ALIMENTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL E OUTROS.;Contrato coletivo de trabalho;Nacional;2000;2001;21;12;1.19.1 1.273.2 1.299.0 1.31.2 2.15.2 2.21.1 2.23.2 2.33.0 2.39.0 2.40.0 2.6.4 5.88.1
5643;CCT ENTRE A ANESUL - ASS. DOS AGENTES DE NAVEGAÇÃO E EMPRESAS OPERADORAS PORTUÁRIAS E O SINDICATO DOS TRABALHADORES DOS PORTOS DE SETUBAL E SESIMBRA;Contrato coletivo de trabalho;Concelhia;2000;2000;2;2;1.45.1 5.328.1
5646;CCT ENTRE A UIPSS - UNIÃO DAS INSTITUIÇÕES PARTICULARES DE SOLIDARIEDADE SOCIAL E A FENPROF - FEDERAÇÃO NACIONAL DOS PROFESSORES E OUTROS;Contrato coletivo de trabalho;Nacional;2001;2002;25;13;1.118.1 1.12.1 1.157.2 1.19.1 1.333.1 1.502.0 2.15.2 2.20.2 2.23.2 2.25.1 2.33.0 2.40.0 2.6.4
5647;CCT ENTRE A UNIÃO DAS ASSOCIAÇÕES DO COMÉRCIO RETALHISTA DO DISTRITO DE SANTARÉM E O CESP - SINDICATO DOS TRABALHADORES DO COMÉRCIO, ESCRITÓRIOS E SERVIÇOS DE PORTUGAL.;Contrato coletivo de trabalho;Distrital;2001;2005;10;3;1.518.0 7.9.0 7.9.1
5651;CCT -ENTRE A ASSOC. PORTUGUESA DOS INDUSTRIAIS DE FERRAGENS E OUTRA E O SITESC - SIND DOS TRABALHADORES DE ESCRITÓRIO SERVIÇOS E COMÉRCIO E OUTRO;Contrato coletivo de trabalho;Nacional;2001;2002;10;6;1.133.1 1.222.2 1.361.1 2.26.1 5.20.0 5.242.0
5653;AE ENTRE A PT COMUNICAÇÕES, SA E O SINDETELCO - SINDICATO DEMOCRÁTICO DOS TRABALHADORES DAS COMUNICAÇÕES E DOS MÉDIA E OUTROS - ALTERAÇÃO SALARIAL E OUTRAS;Acordo de empresa;Nacional;2004;2006;35;19;1.119.1 1.133.2 1.15.2 1.218.4 1.221.0 1.236.1 1.248.4 1.296.2 1.338.3 1.385.1 1.385.2 1.433.1 1.451.0 1.47.0 1.504.0 1.536.0 2.26.1 4.5.0 4.7.0
5655;AE ENTRE O ICP - INSTITUTO DAS COMUNICAÇÕES DE PORTUGAL E O SINDICATO NACIONAL DOS TRABALHADORES DAS TELECOMUNICAÇÕES E DO AUDIOVISUAL E OUTRO;Acordo de empresa;Nacional;2001;2001;2;2;1.385.1 1.504.0
5656;AE ENTRE O HOSPITAL DA CRUZ VERMELHA PORTUGUESA E A FESAHT - FEDERAÇÃO DOS SINDICATOS DA ALIMENTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL E OUTRO.;Acordo de empresa;Nacional;2001;2001;2;2;1.157.2 2.40.0
5657;CCT ENTRE A ARNICA - ASSOC. REGIONAL DO NORTE DA IND. E COMÉRCIO ALIMENTAR E O SIND. NACIONAL DOS OPERÁRIOS CONFEITEIROS E OFÍCIOS CORRELATIVOS DO DISTRITO DO PORTO (PESSOAL FABRIL / NORTE);Contrato coletivo de trabalho;Pluridistrital;2001;2003;6;2;1.240.0 5.158.0
5658;"CCT ENTRE  A AEVP-ASSOCIAÇÃO DAS EMPRESAS DE VINHO DO PORTO E OUTRAS E O SITESC-SINDICATO DOS TRABALHADORES DE ESCRITÓRIOS, SERVIÇOS E
 COMÉRCIO E OUTROS (ADMINISTRATIVOS E VENDAS)";Contrato coletivo de trabalho;Nacional;2001;2003;21;10;1.131.3 1.131.4 1.133.1 1.548.0 1.84.1 1.84.2 2.26.1 5.308.3 5.331.0 5.42.1
5661;CCT ENTRE A AEVP-ASSOCIAÇÃO DAS EMPRESAS DE VINHO DO PORTO E OUTRAS E O SINDICATO NACIONAL DOS TRABALHADORES DA INDÚSTRIA E COMÉRCIO DE ALIMENTAÇÃO, BEBIDAS E AFINS E OUTROS (ARMAZÉNS);Contrato coletivo de trabalho;Nacional;2001;2003;15;6;1.131.3 1.131.4 1.31.2 5.308.3 5.331.0 5.42.1
5662;CCT ENTRE A AEVP - ASSOCIAÇÃO DAS EMPRESAS DE VINHO DO PORTO E OUTRAS E O SETAA -SINDICATO DA AGRICULTURA, ALIMENTAÇÃO E FLORESTAS (ARMAZÉNS);Contrato coletivo de trabalho;Nacional;2001;2003;12;4;1.103.2 5.308.3 5.331.0 5.42.1
5663;CCT ENTRE A AEVP-ASSOCIAÇÃO DAS EMPRESAS DE VINHO DO PORTO E OUTRAS E O SETAA -SINDICATO DA AGRICULTURA, ALIMENTAÇÃO E FLORESTAS (ADMINISTRATIVOS E VENDAS);Contrato coletivo de trabalho;Nacional;2001;2003;12;4;1.103.2 5.308.3 5.331.0 5.42.1
5665;CCT ENTRE A ARESP-ASSOCIAÇÃO DA RESTAURAÇÃO E SIMILARES DE PORTUGAL E OUTRA  E A FESAHT- FEDERAÇÃO DOS SINDICATOS DE ALIMENTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL.;Contrato coletivo de trabalho;Nacional;2001;2003;8;3;2.40.0 5.12.0 5.508.0
5667;AE ENTRE A PORTUGÁLIA - COMPANHIA PORTUGUESA DE TRANSPORTES AÉREOS, SA E O SITAVA - SINDICATO OS TRABALHADORES DA AVIAÇÃO E AEROPORTOS - ALTERAÇÃO SALARIAL E OUTRAS E TEXTO CONSOLIDADO;Acordo de empresa;Nacional;2009;2021;4;1;1.372.0
5669;CCT-ENTRE A ANEFA-ASSOC. NACIONAL DE EMPRESAS FLORESTAIS, AGRÍCOLAS E DO AMBIENTE E O SETAA - SIND. DA AGRÍCULTURA, ALIMENTAÇÃO E FLORESTAS;Contrato coletivo de trabalho;Nacional;2001;2003;6;2;1.103.2 5.425.1
5670;CCT ENTRE A ASSOCIAÇÃO DAS INDÚSTRIAS DE MADEIRA E MOBILIÁRIO DE PORTUGAL E OUTRAS E O SETACCOP - SINDICATO DA CONSTRUÇÃO, OBRAS PÚBLICAS E SERVIÇOS AFINS E OUTROS.;Contrato coletivo de trabalho;Continente;2001;2003;19;8;1.133.1 1.286.2 1.84.1 2.26.1 5.190.1 5.388.0 5.78.0 5.92.0
5673;CCT ENTRE A ARESP - ASSOCIAÇÃO DA RESTAURAÇÃO E SIMILARES DE PORTUGAL E A FETESE - FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE SERVIÇOS;Contrato coletivo de trabalho;Nacional;2001;2003;6;2;2.26.1 5.508.0
5675;CCT ENTRE A FPAS- FEDERAÇÃO PORTUGUESA DE ASSOC. DE SUINICULTORES  E A FESAHT-FEDERAÇÃO DOS SINDICATOS DA ALIMENTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL E OUTRO;Contrato coletivo de trabalho;Nacional;2001;2004;6;3;2.40.0 2.40.1 6.15.0
5677;CCT ENTRE A ASSOCIAÇÃO DOS AGRICULTORES DO CONCELHO DE VILA REAL E O SETAA- SINDICATO DA AGRICULTURA , ALIMENTAÇÃO, E FLORESTAS.;Contrato coletivo de trabalho;Concelhia;2001;2003;6;2;1.103.2 5.360.0
5678;CCT ENTRE A ASCOOP-ASSOCIAÇÃO DAS ADEGAS COOPERATIVAS DO CENTRO E SUL DE PORTUGAL E O SETAA - SINDICATO DA AGRICULTURA, ALIMENTAÇÃO E FLORESTAS.;Contrato coletivo de trabalho;Pluridistrital;2001;2008;12;3;1.103.2 1.133.2 5.358.0
5679;CCT ENTRE A APIMINERAL-ASSOC. PORTUGUESA DA IND. MINERAL E A FETICEQ - FEDER. DOS TRABALHADORES DAS IND. CERÂMICA, VIDREIRA, EXTRACTIVA,ENERGIA E QUÍMICA E OUTROS;Contrato coletivo de trabalho;Nacional;2001;2001;6;6;1.133.1 1.15.1 1.221.0 2.26.1 2.32.0 5.51.1
5680;CCT ENTRE A AEEP - ASSOC. DE ESTABELECIMENTOS DO ENSINO PARTICULAR E COOPERATIVO E A FENPROF - FEDER. NACIONAL DOS PROFESSORES E OUTROS;Contrato coletivo de trabalho;Nacional;2001;2001;12;12;1.118.1 1.12.1 1.152.2 1.157.2 1.248.3 1.287.2 2.15.2 2.21.1 2.33.0 2.40.0 2.6.4 5.223.2
5681;ACT ENTRE A SANTA CASA DA MISERICÓRDIA DE ABRANTES E OUTRAS E A FNE - FEDERAÇÃO NACIONAL DOS SINDICATOS DA EDUCAÇÃO E OUTROS - ALTERAÇÃO SALARIAL E OUTRAS;Acordo coletivo de trabalho;Nacional;2010;2010;11;11;1.103.2 1.104.3 1.133.2 1.225.2 1.300.2 1.363.0 1.368.2 1.377.2 1.393.1 2.26.1 2.31.1
5682;AE ENTRE A UNIÃO DAS MISERICÓRDIAS PORTUGUESAS (UMP) E A FNE - FEDERAÇÃO NACIONAL DOS SINDICATOS DA EDUCAÇÃO E OUTROS ¿ ALTERAÇÃO SALARIAL E OUTRAS.;Acordo de empresa;Nacional;2005;2023;36;22;1.103.2 1.104.3 1.122.1 1.133.2 1.157.2 1.19.1 1.225.2 1.300.2 1.310.2 1.313.1 1.324.2 1.333.2 1.363.0 1.368.2 1.377.2 1.393.1 2.25.1 2.26.1 2.31.1 2.33.0 2.40.0 2.6.4
5683;ACT ENTRE O BANCO COMERCIAL PORTUGUÊS, SA E OUTROS E O SINDICATO DOS BANCÁRIOS DO NORTE E OUTROS;Acordo coletivo de trabalho;Nacional;2001;2019;22;4;1.110.0 1.209.0 1.57.0 2.51.0
5685;AE ENTRE A PORTUCEL VIANA - EMPRESA PRODUTORA DE PAPEIS INDUSTRIAIS S.A. E O SINDEQ - SINDICATO DEMOCRÁTICO DA ENERGIA, QUÍMICA, TÊXTEIS E INDÚSTRIAS DIVERSAS  E OUTROS - ALTERAÇÃO SALARIAL E OUTRAS/TEXTO CNSOLIDADO;Acordo de empresa;Distrital;2009;2009;3;3;1.360.2 1.5.5 2.26.1
5686;ACORDO DE EMPRESA ENTRE A EUROPA&C KRAFT VIANA, SA E O SITE - NORTE - SINDICATO DOS TRABALHADORES DAS INDÚSTRIAS TRANSFORMADORAS ENERGIA E ACTIVIDADES DO AMBIENTE DO NORTE E OUTROS - ALTERAÇÃO SALARIAL E OUTRAS.;Acordo de empresa;Distrital;2007;2025;24;10;1.17.1 1.31.2 1.502.0 1.518.0 1.592.0 2.15.2 2.21.1 2.39.0 2.48.0 2.6.4
5687;CCT- ENTRE A APEMI-ASSOC. PORTUGUESA DE EMPRESAS DE MEDIAÇÃO IMOBILIÁRIA E O SITESC - SIND. DOS TRABALHADORES DE ESCRITÓRIO, SERVIÇOS E COMÉRCIO;Contrato coletivo de trabalho;Nacional;2002;2003;6;4;1.133.1 2.26.1 5.314.0 5.416.1
5690;CCT-ENTRE A AIMMAP-ASSOC. DOS INDUSTRIAIS METALÚRGICOS, METALOMECÂNICOS E AFINS DE PORTUGAL E A FEQUIMETAL-FEDER. INTERSINDICAL DA METALURGIA, METALOMECÂNICA, MINAS, QUÍMICA, FARMACÊUTICA, PETRÓLEO E GÁS E OUTROS;Contrato coletivo de trabalho;Nacional;2002;2003;29;15;1.119.1 1.129.1 1.157.2 1.19.1 1.31.2 1.44.3 1.502.0 2.15.2 2.21.1 2.23.2 2.33.0 2.39.0 2.40.0 2.6.4 5.156.2
5691;AE ENTREO METROPOLITANO DE LISBOA, E.P. E A FESTRU - FEDERAÇÃO DOS SINDICATOS DE TRANSPORTES RODOVIÁRIOS E URBANOS E OUTROS - ALTERÇÃO SALARIAL E OUTRAS E TEXTO CONSOLIDADO.;Acordo de empresa;Distrital;2005;2005;8;8;1.104.2 1.143.1 1.157.2 1.402.0 1.477.0 2.15.2 2.26.1 2.6.4
5692;CCT-ENTRE A AIMMAP-ASSOC. DOS INDUSTRIAIS METALÚRGICOS, METALOMECÂNICOS E AFINS DE PORTUGAL E O SINDEL-SIND. NACIONAL DA IND. E DA ENERGIA;Contrato coletivo de trabalho;Nacional;2002;2003;4;3;1.361.1 1.361.2 5.156.2
5693;CCT-ENTRE A AECOPS - ASSOC. DE EMPRESAS DE CONSTRUÇÃO E OBRAS PÚBLICAS E OUTRAS E O SETACCOP-SIND. DA CONSTRUÇÃO, OBRAS PÚBLICAS E SERVIÇOS AFINS E OUTRO;Contrato coletivo de trabalho;Continente;2002;2002;6;6;1.15.1 1.286.2 5.129.1 5.176.1 5.2.0 5.251.0
5694;CCT-ENTRE A AECOPS-ASSOC. DE EMPRESAS DE CONSTRUÇÃO E OBRAS PÚBLICAS E OUTRAS E A FEDER. NACIONAL DOS SIND. DA CONSTRUÇÃO, MADEIRAS, MÁRMORES E MATERIAIS DE CONSTRUÇÃO E OUTROS - ALTERAÇÃO;Contrato coletivo de trabalho;Continente;2002;2002;12;12;1.143.1 1.157.2 2.15.2 2.21.1 2.23.2 2.39.0 2.40.0 2.6.4 5.129.1 5.176.1 5.2.0 5.251.0
5695;CCT ENTRE A ANIECA - ASSOCIAÇÃO NACIONAL DOS INDUSTRIAIS DO ENSINO DE CONDUÇÃO AUTOMÓVEL E O SITRA - SINDICATO DOS TRABALHADORES DOS TRANSPORTES RODOVIÁRIOS E AFINS;Contrato coletivo de trabalho;Nacional;2002;2003;4;2;1.104.2 5.34.0
5697;CCT ENTRE A ASSOCIAÇÃO DOS INDUSTRIAIS DE OURIVESARIA DO SUL E O SIMA - SINDICATO DAS INDUSTRIAS METALÚRGICAS E AFINS - ALTERAÇÃO SALARIAL E OUTRAS;Contrato coletivo de trabalho;Pluridistrital;2002;2010;20;5;1.346.0 2.39.0 2.48.0 5.64.0 5.64.1
5698;AE ENTRE A IOLA - INDÚSTRIA DE ÓPTICA, SA E A FEVICCOM -  FEDERAÇÃO DOS SINDICATOS DAS INDÚSTRIAS DE CERÂMICA, CIMENTO E VIDRO  - ALTERAÇÃO SALARIAL E OUTRAS;Acordo de empresa;Pluridistrital;2005;2005;1;1;2.46.0
5702;CCT ENTRE A ANCAVE ASSOCIAÇÃO NACIONAL DOS CENTROS DE ABATE  E INDÚSTRIAS TRANSFORMADORAS DE CARNE DE AVES E O SETAA - SINDICATO DA AGRICULTURA, ALIMENTAÇÃO E FLORESTAS.-ALTERAÇÃO SALARIAL E OUTRAS;Contrato coletivo de trabalho;Nacional;2003;2008;12;2;1.103.2 5.278.1
5711;CCT ENTRE A ANIL - ASSOCIAÇÃO DOS INDUSTRIAIS DE LACTICÍNIOS E VÁRIAS  COOPERATIVAS DE PRODUTORES DE LEITE E O SETAA - SINDICATO DA AGRICULTURA,  ALIMENTAÇÃO E FLORESTAS - ALTERAÇÃO SALARIAL E OUTRAS;Contrato coletivo de trabalho;Nacional;2003;2003;2;2;1.103.2 5.44.2
5712;CCT ENTRE A FENAME- FEDERAÇÃO NACIONAL DO METAL E O SINDEL- SINDICATO DA INDÚSTRIA E DA ENERGIA;Contrato coletivo de trabalho;Nacional;2002;2002;2;2;1.361.1 6.8.0
5713;ACT ENTRE A ASSOCIAÇÃO DE BENEFICIÁRIOS DO MIRA E OUTRAS E O SETAA-SINDICATO DA AGRICULTURA, ALIMENTAÇÃO E FLORESTAS.;Acordo coletivo de trabalho;Nacional;2002;2002;1;1;1.103.2
5714;CCT ENTRE A ASSOCIAÇÃO PORTUGUESA DE RADIODIFUSÃO - APR E O SINDICATO DOS JORNALISTAS;Contrato coletivo de trabalho;Nacional;2002;2006;8;2;1.11.0 5.502.0
5715;CCT ENTRE A UNIHSNOR - UNIÃO DAS ASSOCIAÇÕES DA HOTELARIA E RESTAURAÇÃO DO NORTE DE PORTUGAL E A FESAHT - FEDERAÇÃO DOS SINDICATOS DA ALIMENTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL E OUTROS.;Contrato coletivo de trabalho;Pluridistrital;2002;2003;16;8;1.129.1 2.15.2 2.21.1 2.23.2 2.39.0 2.40.0 2.6.4 7.3.4
5716;CCT ASSOCIAÇÃO DOS INDUSTRIAIS DE OURIVESARIA E RELOJOARIA DO NORTE E OUTRAS/SINDEL - SINDICATO NACIONAL DA INDÚSTRIA E ENERGIA;Contrato coletivo de trabalho;Pluridistrital;2002;2005;15;6;1.361.2 5.192.1 5.192.2 5.228.1 5.73.0 5.93.0
5717;AE ENTRE A PORT'AMBIENTE - TRATAMENTO DE RESÍDUOS INDUSTRIAIS, SA E O SIFOMATE - SINDICATO DOS FOGUEIROS, ENERGIA E INDÚSTRIAS TRANSFORMADORAS - ALTERAÇÃO SALARIAL E OUTRAS E TEXTO CONSOLIDADO;Acordo de empresa;Nacional;2004;2018;5;1;1.31.2
5718;CCT ASSOC. DOS AGRICULTORES DO DISTRITO DE ÉVORA E OUTRAS/SETAA - SIND. DA AGRICULTURA, ALIMENTAÇÃO E FLORESTAS;Contrato coletivo de trabalho;Pluridistrital;2002;2009;20;4;1.103.2 5.318.0 5.391.0 5.435.0
5719;CCT ENTRE A UNIHSNOR - UNIÃO DAS ASSOCIAÇÕES DE HOTELARIA E RESTAURAÇÃO DO NORTE DE PORTUGAL E A FETESE - FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE SERVIÇOS. - ALTERAÇÃO SALARIAL E OUTRAS.;Contrato coletivo de trabalho;Pluridistrital;2002;2004;4;3;2.26.0 2.26.1 7.3.4
5722;AE ENTRE A COVILIS ¿ COMPANHIA DO VIDRO DE LISBOA UNIPESSOAL, LDA E A FEVICCOM ¿ FEDERAÇÃO PORTUGUESA DOS SINDICATOS DA CONSTRUÇÃO, CERÂMICA E VIDRO ¿ ALTERAÇÃO SALARIAL E OUTRAS.;Acordo de empresa;Distrital;2005;2005;1;1;2.46.0
5723;CCT ENTRE A ASSOCIAÇÃO DAS INDÚSTRIAS DE MADEIRA E MOBILIÁRIO DE PORTUGAL E A FEDERAÇÃO NACIONAL DOS SINDICATOS DA CONSTRUÇÃO, MADEIRAS MÁRMORES E MATERIAIS DE CONSTRUÇÃO E OUTROS.;Contrato coletivo de trabalho;Continente;2002;2002;11;11;1.143.1 1.157.2 2.15.2 2.21.1 2.23.2 2.39.0 2.6.4 5.190.1 5.388.0 5.78.0 5.92.0
5724;ACT ENTRE O BANCO COMERCIAL PORTUGUÊS, SA E OUTROS E O SINDICATO NACIONAL DOS QUADROS E TÉCNICOS BANCÁRIOS E OUTRO - ALTERAÇÃO SALARIAL E OUTRAS E TEXTO CONSOLIDADO;Acordo coletivo de trabalho;Nacional;2005;2020;11;3;1.417.0 1.524.0 2.43.0
5728;CCT ASSOCIAÇÃO NACIONAL DOS INDUSTRIAIS DE PAPEL E CARTÃO/SINDEGRAF - SINDICATO DEMOCRÁTICO DOS GRÁFICOS, PAPEL E AFINS;Contrato coletivo de trabalho;Nacional;2002;2002;2;2;1.399.1 5.277.1
5733;CCT ENTRE A ANIMEE - ASSOCIAÇÃO NACIONAL DOS INDUSTRIAIS DE MATERIAL ELÉCTRICO E ELECTRÓNICO E A FETESE - FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE SERVIÇOS E OUTROS.;Contrato coletivo de trabalho;Nacional;2002;2002;6;6;1.221.0 1.361.2 1.84.1 2.26.1 4.5.0 5.68.0
5734;CCT ENTRE A LIGA PORTUGUESA DE FUTEBOL PROFISSIONAL E A FESAHT-FEDERAÇÃO DOS SINDICATOS DA ALIMENTAÇÃO, BEBIDAS, HOTELARIA E TURISMO DE PORTUGAL;Contrato coletivo de trabalho;Nacional;2002;2002;2;2;2.40.0 5.319.1
5735;CCT ENTRE A LIGA PORTUGUESA DE FUTEBOL PROFISSIONAL E A FEPCES-FEDERAÇÃO PORTUGUESA DOS SINDICATOS DO COMÉRCIO, ESCRITÓRIOS E          SERVIÇOS E OUTROS.;Contrato coletivo de trabalho;Nacional;2002;2002;6;6;1.133.1 2.15.2 2.21.1 2.26.1 2.6.4 5.319.1
5736;CCT ENTRE A APIMINERAL-ASSOCIAÇÃO PORTUGUESA DA INDÚSTRIA MINERAL E A FETICEQ-FEDERAÇÃO DOS TRABALHADORES DAS INDÚSTRIAS CERÂMICA,VIDREIRA,EXTRACTIVA, ENERGIA E QUÍMICA E OUTROS.;Contrato coletivo de trabalho;Nacional;2002;2002;6;6;1.133.1 1.15.1 1.221.0 2.26.1 2.32.0 5.51.1
5738;AE ENTRE A PORTUCEL - EMPRESA PRODUTORA DE PASTA E PAPEL, SA E A FIEQUIMETAL - FEDERAÇÃO INTERSINDICAL DAS INDÚSTRIAS METALÚRGICA, QUÍMICA, FARMACÊUTICA, ELÉCTRICA, ENERGIA E MINAS E OUTROS - ALTERAÇÃO SALARIAL E OUTRAS;Acordo de empresa;Continente;2008;2008;8;8;1.143.1 1.157.2 1.31.2 2.40.1 2.46.0 2.48.0 2.50.0 2.6.4
5741;CCT ENTRE A ACCA - ASSOCIAÇÃO NACIONAL DE COLÉGIOS COM CONTRATO DE ASSOCIAÇÃO E A FNE - FEDERAÇÃO NACIONAL DOS SINDICATOS DA EDUCAÇÃO E OUTROS.;Contrato coletivo de trabalho;Nacional;2002;2002;9;9;1.103.2 1.104.2 1.133.1 1.225.2 1.300.2 1.368.1 2.26.1 2.31.1 5.545.0
5742;CCT ENTRE A ANIPC - ASSOCIAÇÃO NACIONAL DOS INDUSTRIAIS DE PAPEL E CARTÃO E A FETESE - FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE SERVIÇOS E OUTROS.;Contrato coletivo de trabalho;Nacional;2002;2002;2;2;2.26.1 5.277.1
5749;CCT ENTRE A AECOPS - ASSOCIAÇÃO DE EMPRESAS DE CONSTRUÇÃO E OBRAS PÚBLICAS E OUTRAS E A FETESE FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE SERVIÇOS E OUTROS.;Contrato coletivo de trabalho;Continente;2003;2003;10;10;1.133.1 1.15.1 1.286.2 1.361.2 1.84.1 2.26.1 5.129.1 5.176.1 5.2.0 5.251.0
5750;CCT ENTRE A ANIECA - ASSOCIAÇÃO NACIONAL DOS INDUSTRIAIS DO ENSINO DE CONDUÇÃO AUTOMÓVEL E A FETESE - FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE SERVIÇOS.;Contrato coletivo de trabalho;Nacional;2003;2003;2;2;2.26.1 5.34.0
5752;CCT ENTRE A ANIL - ASSOCIAÇÃO DOS INDUSTRIAIS DE LACTICÍNIOS E VÁRIAS COOPERATIVAS DE PRODUTORES DE LEITE E O SINDICATO DOS PROFISSIONAIS DE LACTICÍNIOS, ALIMENTAÇÃO, AGRICULTURA, ESCRITÓRIOS, COMÉRCIO, SERVIÇOS, TRANSPORTES RODOVIÁRIOS, METALOMECÂNICA, METALURGIA, CONSTRUÇÃO CIVIL E MADEIRAS;Contrato coletivo de trabalho;Pluridistrital;2003;2003;2;2;1.138.1 5.44.2
5754;CCT ENTRE A APEB - ASSOCIAÇÃO DAS EMPRESAS DE BETÃO PRONTO E A FEDERAÇÃO DOS SINDICATOS DAS INDÚSTRIAS DE CERÂMICA, CIMENTO E VIDRO DE PORTUGAL E OUTROS;Contrato coletivo de trabalho;Nacional;2003;2003;6;6;1.129.1 1.296.2 2.12.2 2.15.2 2.6.4 5.392.0
5755;CCT ENTRE A APEB - ASSOCIAÇÃO DAS EMPRESAS DE BETÃO PRONTO E A FETESE - FEDERAÇÃO DOS SINDICATOS DOS TRABALHADORES DE SERVIÇOS E OUTROS;Contrato coletivo de trabalho;Nacional;2003;2003;9;9;1.104.2 1.133.1 1.221.0 1.286.2 1.84.2 2.26.1 2.32.0 4.5.0 5.392.0
5758;CCT ENTRE A ACDV - ASSOCIAÇÃO COMERCIAL DO DISTRITO DE VISEU E O CESP - SINDICATO DOS TRABALHADORES DO COMÉRCIO, ESCRITÓRIOS E SERVIÇOS DE PORTUGAL;Contrato coletivo de trabalho;Distrital;2003;2006;10;4;1.518.0 5.181.1 5.181.2 5.192.2
5759;CCT-ENTRE A FENAME-FEDER. NACIONAL DO METAL E A FETESE-FEDER. DOS SIND. DOS TRABALHADORES DE SERVIÇOS E OUTROS;Contrato coletivo de trabalho;Nacional;2003;2003;4;4;1.133.1 1.361.2 2.26.1 6.8.0
