codigo_dgert;denominacao;sigla;sigla_base;origem_sigla;tipo;lado;concelho;distrito;estado_registo;primeira_atividade;ultima_atividade
5.574.1;ASSOCIAÇÃO EMPRESARIAL DOS PROFISSIONAIS INDEPENDENTES;ANEPIEmpresarial;ANEPI;registo+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;BARCELOS;BRAGA;Extinta;2007-06-29;2024-05-08
5.50.3;ASSOCIAÇÃO EMPRESARIAL DOS SECTORES ELÉCTRICO, ELECTRODOMÉSTICO, FOTOGRÁFICO E ELECTRÓNICO;AGEFE;AGEFE;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2004-01-29;2019-07-08
5.50.4;ASSOCIAÇÃO EMPRESARIAL DOS SETORES ELÉTRICO, ELETRODOMÉSTICO, ELETRÓNICO, E DAS TECNOLOGIAS DA INFORMAÇÃO E COMUNICAÇÃO (TIC);AGEFE;AGEFE;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2021-09-23;2025-01-22
5.175.2;ASSOCIAÇÃO EMPRESARIAL OURÉM-FÁTIMA;ACISO;ACISO;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;OURÉM;SANTARÉM;Activa;2002-05-29;2025-08-22
5.526.0;ASSOCIAÇÃO EMPRESARIAL PENEDO DO GRANADA;EMPRESARIALPENEDO;EMPRESARIALPENEDO;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PEDRÓGÃO GRANDE;LEIRIA;Activa;2000-05-22;2026-08-08
5.363.0;ASSOCIAÇÃO GROSSISTAS DE OVOS DE LISBOA;AGOVO;AGOVO;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1983-11-30;2013-03-08
5.473.0;ASSOCIAÇÃO INDUSTRIAL DE CRISTALARIA;AICristalaria;AIC;registo+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;;LEIRIA;Extinta;1994-05-15;2024-08-29
5.407.0;ASSOCIAÇÃO INDUSTRIAL DE LOUSADA;AIL;AIL;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LOUSADA;PORTO;Extinta;1987-08-30;2023-11-22
5.78.0;ASSOCIAÇÃO INDUSTRIAL DO MINHO;AIMinho;AIM;registo+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;;BRAGA;Activa;1977-02-08;2008-11-22
5.78.2;ASSOCIAÇÃO INDUSTRIAL DO MINHO;AIMinho;AIM;registo+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;;BRAGA;Activa;2011-07-29;2014-07-08
5.78.1;ASSOCIAÇÃO INDUSTRIAL DO MINHO - ASSOCIAÇÃO EMPRESARIAL AIM;AIMinho;AIM;registo+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;;BRAGA;Activa;2009-08-15;2011-07-08
5.560.0;ASSOCIAÇÃO INDUSTRIAL E COMERCIAL DE PINHEL;INDUSTRIALCOMERCIAL;INDUSTRIALCOMERCIAL;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;;GUARDA;Activa;2004-12-15;2023-08-15
5.62.1;ASSOCIAÇÃO INDUSTRIAL E COMERCIAL DO CAFÉ;AICC;AICC;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PAREDES;LISBOA;Activa;2002-01-29;2023-09-21
5.559.0;ASSOCIAÇÃO INDUSTRIAL PORTUGUESA DOS PRODUTORES DE ARGAMASSAS;AIPPA;AIPPA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LEIRIA;LEIRIA;Extinta;2004-08-09;2025-01-22
5.279.0;ASSOCIAÇÃO INDÚSTRIAS DE ÁGUEDA;INDUSTRIASAGUEDA;INDUSTRIASAGUEDA;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;;AVEIRO;Activa;1976-10-22;2005-12-29
6.18.0;ASSOCIAÇÃO INETRNACIONAL CORTICEIRA;AINCOR;AINCOR;registo;FEDERAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1995-03-15;1995-03-15
5.322.0;ASSOCIAÇÃO LIVRE DE SUINICULTORES;ALIS;ALIS;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;MONTIJO;SETÚBAL;Activa;1979-01-15;2011-12-08
5.89.0;ASSOCIAÇÃO LIVRE DOS COMERCIANTES DO CONCELHO DE SALVATERRA DE MAGOS;LIVRECOMERCIANTES;LIVRECOMERCIANTES;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;SALVATERRA DE MAGOS;SANTARÉM;Extinta;1977-05-02;1978-03-10
5.90.0;ASSOCIAÇÃO LIVRE DOS COMERCIANTES DO CONCELHO DE SINTRA;LIVRECOMComerciantes;LIVRECOMERCIANTES;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;SINTRA;LISBOA;Activa;1975-09-01;1976-06-14
5.297.0;ASSOCIAÇÃO LIVRE DOS INDÚSTRIAIS DE GESSOS E CALES;LIVREINDUSTRIAGessos;LIVREINDUSTRIAIS;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1977-10-22;2023-10-22
5.30.0;ASSOCIAÇÃO LIVRE DOS INDÚSTRIAIS DE MOAGEM DO NORTE E CENTRO;LIVREINDUSTRIAIS;LIVREINDUSTRIAIS;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Extinta;1975-09-22;1983-01-30
5.241.0;ASSOCIAÇÃO LIVRE DOS INDÚSTRIAIS PELO FRIO;LIVREINDUSTRIAISPELO;LIVREINDUSTRIAISPELO;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1975-11-12;1978-01-29
5.322.1;ASSOCIAÇÃO LIVRE DOS SUINICULTORES PORTUGUESES;ALISP;ALISP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;MONTIJO;SETÚBAL;Activa;2014-10-21;2023-07-22
5.466.2;ASSOCIAÇÃO MARÍTIMA E PORTUÁRIA;AOP;AOP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;SETÚBAL;SETÚBAL;Activa;2005-07-08;2018-05-29
5.466.1;ASSOCIAÇÃO MARÍTIMA E PORTUÁRIA DO SUL;AOPS;AOPS;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;SETÚBAL;SETÚBAL;Activa;1996-11-30;2006-01-29
5.466.3;ASSOCIAÇÃO MARITIMA E PORTUARIA NACIONAL;AOP;AOP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;SETÚBAL;SETÚBAL;Activa;2020-11-22;2024-07-29
5.356.0;ASSOCIAÇÃO MÚTUA FINANCEIRA LIVRE DOS ARMADORES DA PESCA GERAL;CENTRO;CENTRO;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PENICHE;LEIRIA;Activa;1982-09-15;1982-09-15
5.356.1;ASSOCIAÇÃO MÚTUA FINANCEIRA LIVRE DOS ARMADORES DA PESCA GERAL-CENTRO (AMAP);AMAP;AMAP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PENICHE;LEIRIA;Activa;2024-03-27;2024-11-08
5.68.0;ASSOCIAÇÃO NAC DOS INDÚSTRIAIS DE MATERIAL ELÉCTRICO E ELECTRÓNICO;ANIMEE;ANIMEE;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1975-09-06;1997-08-15
5.62.0;ASSOCIAÇÃO NAC DOS TORREFACTORES;NACTORREFACTORES;NACTORREFACTORES;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1975-12-16;1999-07-29
5.88.0;ASSOCIAÇÃO NACIONAL DA HOSPITALIZAÇÃO PRIVADA;HOSPITALIZACAO;HOSPITALIZACAO;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1975-09-22;2001-11-15
5.398.2;ASSOCIAÇÃO NACIONAL DA INDÚSTRIA DE ALIMENTAÇÃO INFANTIL E NUTRIÇÃO ENTÉRICA E PARENTÉRICA;ANID;ANID;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2020-02-29;2026-08-15
5.398.1;ASSOCIAÇÃO NACIONAL DA INDÚSTRIA DE ALIMENTAÇÃO INFANTIL E NUTRIÇÃO ESPECIAL;ANID;ANID;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2012-08-22;2019-03-22
5.398.0;ASSOCIAÇÃO NACIONAL DA INDÚSTRIA DIETÉTICA;ANID;ANID;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1986-05-30;2011-02-08
5.154.2;ASSOCIAÇÃO NACIONAL DA INDÚSTRIA E COMÉRCIO DE COLAS E SIMILARES;AICCS;AICCS;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2014-03-08;2019-11-08
5.218.3;ASSOCIAÇÃO NACIONAL DA INDÚSTRIA EXTRACTIVA E TRANSFORMADORA;ANIET;ANIET;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Activa;2005-12-22;2025-08-29
5.461.0;ASSOCIAÇÃO NACIONAL DA INDÚSTRIA PARA A PROTECÇÃO DAS PLANTAS;ANIPLA;ANIPLA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;OEIRAS;LISBOA;Activa;1993-01-15;2022-05-22
5.241.3;ASSOCIAÇÃO NACIONAL DA INDÚSTRIA PELO FRIO E COMERCIO DE PRODUTOS ALIMENTARES;ALIF;ALIF;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2022-07-22;2025-06-22
5.571.0;ASSOCIAÇÃO NACIONAL DAS ACTIVIDADES DE ORTOPROTESE;ANAO;ANAO;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;2005-08-29;2011-08-15
5.381.0;ASSOCIAÇÃO NACIONAL DAS AGÊNCIAS DE INFORMAÇÃO AUTOMOBILISTICA;ANAIA;ANAIA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;COIMBRA;COIMBRA;Extinta;1985-05-15;2011-06-22
5.126.0;ASSOCIAÇÃO NACIONAL DAS CASAS DE CÂMBIO;CASASCAMBIO;CASASCAMBIO;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1975-09-02;1977-02-16
5.83.1;ASSOCIAÇÃO NACIONAL DAS EMPRESAS DE COMÉRCIO E DA REPARAÇÃO AUTOMÓVEL;ANECRA;ANECRA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1984-08-15;2025-05-22
5.309.0;ASSOCIAÇÃO NACIONAL DAS EMPRESAS DE ESTIVA;EMPRESASESTIVA;EMPRESASESTIVA;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1978-02-28;1983-02-15
5.624.0;ASSOCIAÇÃO NACIONAL DAS EMPRESAS DE MEDICINA DENTÁRIA E ESTOMATOLOGIA;ANEMEDE;ANEMEDE;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;VILA NOVA DE GAIA;;Activa;2022-06-22;2022-07-29
5.586.0;ASSOCIAÇÃO NACIONAL DAS EMPRESAS DE RECURSOS HUMANOS;ANERH;ANERH;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2006-11-29;2013-05-22
5.439.1;ASSOCIAÇÃO NACIONAL DAS EMPRESAS DE SEGURANÇA;AESIRF;AESIRF;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2010-04-25;2021-04-08
5.439.0;ASSOCIAÇÃO NACIONAL DAS EMPRESAS DE SEGURANÇA, ROUBO E FOGO;AESIRF;AESIRF;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1990-07-30;1991-10-30
5.439.2;ASSOCIAÇÃO NACIONAL DAS EMPRESAS DE SEGURANÇA, ROUBO E FOGO;AESIRF;AESIRF;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2021-05-22;2026-04-15
5.549.0;ASSOCIAÇÃO NACIONAL DAS EMPRESAS DE SERVIÇO DE MERCHANDISING;ANESM;ANESM;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;2003-02-08;2019-03-15
5.447.0;ASSOCIAÇÃO NACIONAL DAS EMPRESAS LUTUOSAS;ANELutuosas;ANEL;registo+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1991-01-15;2026-02-08
5.22.2;ASSOCIAÇÃO NACIONAL DAS EMPRESAS METALURGICAS E ELECTROMECANICAS;ANEMM;ANEMM;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2000-03-08;2015-05-22
5.22.3;ASSOCIAÇÃO NACIONAL DAS EMPRESAS METALURGICAS E ELECTROMECANICAS;ANEME;ANEME;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2012-04-29;2012-04-29
5.22.4;ASSOCIAÇÃO NACIONAL DAS EMPRESAS METALURGICAS E ELECTROMECANICAS;ANEME;ANEME;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2012-11-08;2025-03-15
5.22.1;ASSOCIAÇÃO NACIONAL DAS EMPRESAS METALÚRGICAS E METALOMECÂNICAS;ANEMM;ANEMM;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1995-12-30;1998-05-15
5.309.1;ASSOCIAÇÃO NACIONAL DAS EMPRESAS OPERADORAS PORTUÁRIAS;ANEE;ANEE;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1983-05-30;1996-01-30
5.100.0;ASSOCIAÇÃO NACIONAL DAS FARMÁCIAS;FARMACIAS;FARMACIAS;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1975-10-15;2001-05-22
5.100.1;ASSOCIAÇÃO NACIONAL DAS FARMÁCIAS;ANF;ANF;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2004-01-22;2024-06-15
5.242.3;ASSOCIAÇÃO NACIONAL DAS INDÚSTRIAS DE DUAS RODAS, FERRAGENS, MOBILIÁRIO E ACTIVIDADES COMPLEMENTARES DOS SETORES REPRESENTADOS;ABIMOTA;ABIMOTA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;ÁGUEDA;AVEIRO;Activa;2024-05-08;2024-05-08
5.242.1;ASSOCIAÇÃO NACIONAL DAS INDÚSTRIAS DE DUAS RODAS, FERRAGENS, MOBILIÁRIO E AFINS;INDUSTRIASDUASRODAS;INDUSTRIASDUASRODAS;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;;AVEIRO;Activa;2003-04-08;2019-01-22
5.242.2;ASSOCIAÇÃO NACIONAL DAS INDÚSTRIAS DE DUAS RODAS, FERRAGENS, MOBILIÁRIO E AFINS;ABIMOTA;ABIMOTA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;ÁGUEDA;AVEIRO;Activa;2019-08-08;2023-04-29
5.291.0;ASSOCIAÇÃO NACIONAL DAS INDÚSTRIAS DE EMBALAGENS METÁLICAS;INDUSTRIASEMBALAGENS;INDUSTRIASEMBALAGENS;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1977-04-21;2012-05-29
5.190.0;ASSOCIAÇÃO NACIONAL DAS INDÚSTRIAS DE MADEIRA;INDUSTRIASMADEIPorto;INDUSTRIASMADEIRA;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Activa;1975-12-15;1991-03-15
5.362.1;ASSOCIAÇÃO NACIONAL DAS INDÚSTRIAS DE TECELAGEM E TEXTEIS-LAR;ANITTLAR;ANITTLAR;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;GUIMARÃES;BRAGA;Activa;1984-04-15;1999-06-29
5.362.2;ASSOCIAÇÃO NACIONAL DAS INDÚSTRIAS DE TÊXTEIS-LAR;ANITLAR;ANITLAR;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;;BRAGA;Activa;2002-06-08;2026-01-22
5.58.1;ASSOCIAÇÃO NACIONAL DAS INDÚSTRIAS DE VESTUÁRIO E CONFECÇÃO;ANIVEC;ANIVEC;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Activa;1981-03-28;2002-02-22
5.58.2;ASSOCIAÇÃO NACIONAL DAS INDÚSTRIAS DE VESTUÁRIO E CONFECÇÃO (ANIVEC/APIV);ANIVECAPIV;ANIVECAPIV;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Activa;2003-02-28;2009-05-08
5.58.4;ASSOCIAÇÃO NACIONAL DAS INDÚSTRIAS DE VESTUÁRIO E CONFECÇÃO E MODA;ANIVECAPIV;ANIVECAPIV;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Activa;2015-04-29;2025-12-22
5.58.3;ASSOCIAÇÃO NACIONAL DAS INDÚSTRIAS DE VESTUÁRIO E CONFECÇÃO E MODA (ANIVEC/APIV);ANIVECAPIV;ANIVECAPIV;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Activa;2015-03-11;2022-01-15
5.161.0;ASSOCIAÇÃO NACIONAL DAS INDÚSTRIAS TÊXTEIS ALGODOEIRAS E FIBRAS;INDUSTRIASTEXTEIS;INDUSTRIASTEXTEIS;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Extinta;1975-11-12;1994-07-15
5.362.0;ASSOCIAÇÃO NACIONAL DAS INDÚSTRIAS TEXTEIS DE TECELAGEM;ANITT;ANITT;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;GUIMARÃES;BRAGA;Activa;1983-10-30;2002-06-08
5.177.0;ASSOCIAÇÃO NACIONAL DAS ORGANIZAÇÕES DE PRODUTORES DE FRUTAS E HORTÍCOLAS;ANOP;ANOP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1999-03-22;1999-03-22
5.177.2;ASSOCIAÇÃO NACIONAL DAS ORGANIZAÇÕES DE PRODUTORES DE FRUTAS E HORTÍCOLAS;FNOP;FNOP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2024-08-29;2025-11-29
5.531.0;ASSOCIAÇÃO NACIONAL DAS PEQUENAS E MÉDIAS EMPRESAS;ASSINACIONAL;ASSINACIONAL;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2000-10-29;2001-12-15
5.531.1;ASSOCIAÇÃO NACIONAL DAS PEQUENAS E MÉDIAS EMPRESAS;ANPME;ANPME;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;CASCAIS;LISBOA;Activa;2005-09-27;2025-04-15
5.596.0;ASSOCIAÇÃO NACIONAL DAS TRANSPORTADORAS PORTUGUESAS;ANTP;ANTP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LOURES;LISBOA;Activa;2008-07-12;2024-01-22
5.273.3;ASSOCIAÇÃO NACIONAL DE AGENTES E CORRETORES DE SEGUROS;APROSE;APROSE;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Activa;2015-08-08;2025-08-08
5.477.0;ASSOCIAÇÃO NACIONAL DE AGENTES E CORRETORES DE SEGUROS;ANACS;ANACS;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1994-08-15;2015-08-08
5.350.0;ASSOCIAÇÃO NACIONAL DE ARMAZENISTAS E IMPORTADORES DE BANANAS;ANIBArmazenistas;ANIB;registo+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1982-03-15;2012-01-08
5.389.0;ASSOCIAÇÃO NACIONAL DE ARMAZENISTAS,COMERCIANTES E IMPORTADORES DE CEREAIS E OLEAGINOSAS;ACICO;ACICO;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1985-10-30;2024-03-08
5.523.0;ASSOCIAÇÃO NACIONAL DE CARDIOLOGISTAS;ANACARD;ANACARD;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1998-09-30;2026-07-15
5.385.0;ASSOCIAÇÃO NACIONAL DE CENTROS DE DIÁLISE;ANADIAL;ANADIAL;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1985-06-30;2026-06-15
5.558.0;ASSOCIAÇÃO NACIONAL DE CENTROS DE INSPECÇÃO AUTOMÓVEL (ANCIA);ANCIA;ANCIA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2004-09-08;2023-06-08
5.545.0;ASSOCIAÇÃO NACIONAL DE COLÉGIOS COM CONTRATO DE ASSOCIAÇÃO;ACCA;ACCA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;COIMBRA;COIMBRA;Extinta;2002-08-22;2012-02-15
5.491.0;ASSOCIAÇÃO NACIONAL DE COMERCIANTES DE PRODUTOS ALIMENTARES;ANCPA;ANCPA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1995-02-28;1999-06-08
5.491.1;ASSOCIAÇÃO NACIONAL DE COMERCIANTES DE PRODUTOS ALIMENTARES;ANACPA;ANACPA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1996-02-15;2023-03-15
5.146.1;ASSOCIAÇÃO NACIONAL DE COMERCIANTES DOS PRODUTOS DA TERRA, FAUNA E FLORA;ANCPT;ANCPT;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2014-06-08;2024-03-08
5.12.0;ASSOCIAÇÃO NACIONAL DE COMERCIANTES E INDÚSTRIAIS DE PRODUTOS ALIMENTARES;ANCIPA;ANCIPA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;LISBOA;Activa;1975-09-20;2025-08-22
5.145.1;ASSOCIAÇÃO NACIONAL DE COMERCIANTES REVENDEDORES DE LOTARIA;COMERCIANTES51451;COMERCIANTES;recurso+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2004-07-15;2005-12-29
5.2.0;ASSOCIAÇÃO NACIONAL DE EMPREITEIROS DE OBRAS PÚBLICAS(ANEOP);ANEOP;ANEOP;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1975-01-08;2012-02-22
5.425.0;ASSOCIAÇÃO NACIONAL DE EMPREITEIROS FLORESTAIS E AGRÍCOLAS;ANEFA;ANEFA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1989-01-30;1997-10-15
5.517.2;ASSOCIAÇÃO NACIONAL DE EMPRESAS DE LAVANDARIA, ARRANJOS DE COSTURA, CONSERTOS DE SAPATOS E CHAVES;ANASEL;ANASEL;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2012-04-08;2021-07-29
5.145.2;ASSOCIAÇÃO NACIONAL DE EMPRESAS DE LOTARIA E OUTROS JOGOS;EMPRESASLOTARIA;EMPRESASLOTARIA;recurso;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2013-07-15;2013-10-29
5.577.0;ASSOCIAÇÃO NACIONAL DE EMPRESAS DE PRODUTOS EXPLOSIVOS;ANEPE;ANEPE;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LAMEGO;SETÚBAL;Activa;2006-02-15;2024-01-22
5.572.0;ASSOCIAÇÃO NACIONAL DE EMPRESAS DE PROTECÇÃO INCÊNDIO;ANEPI;ANEPI;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;VILA FRANCA DE XIRA;LISBOA;Activa;2005-09-15;2005-09-15
5.551.0;ASSOCIAÇÃO NACIONAL DE EMPRESAS DE SEGURANÇA ALIMENTAR;ANESA;ANESA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2003-07-08;2019-08-08
5.519.0;ASSOCIAÇÃO NACIONAL DE EMPRESAS DE SEGURANÇA ELECTRÓNICA;ANESEL;ANESEL;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1998-02-15;2006-03-29
5.425.1;ASSOCIAÇÃO NACIONAL DE EMPRESAS FLORESTAIS, AGRICOLAS E DO AMBIENTE;ANEFA;ANEFA;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;1997-11-15;2026-02-15
5.67.1;ASSOCIAÇÃO NACIONAL DE EMPRESAS TÊXTEIS;ANET;ANET;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Extinta;2000-06-08;2005-06-22
5.593.0;ASSOCIAÇÃO NACIONAL DE ENTIDADES FORMADORAS;ANEF;ANEF;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2008-01-15;2026-04-29
5.541.1;ASSOCIAÇÃO NACIONAL DE ESCOLAS PROFISSIONAIS;ANESPO;ANESPO;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Activa;2009-04-07;2025-04-15
5.393.0;ASSOCIAÇÃO NACIONAL DE EXIBIDORES;ANEX;ANEX;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Extinta;1986-01-30;2011-10-29
5.573.0;ASSOCIAÇÃO NACIONAL DE LABORATÓRIOS CLÍNICOS;ANL;ANL;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;OEIRAS;LISBOA;Activa;2005-09-22;2024-08-15
5.620.0;ASSOCIAÇÃO NACIONAL DE MARCAS DE RETALHO E RESTAURAÇAO;AMRR;AMRR;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;PORTO;PORTO;Activa;2022-03-11;2026-07-22
5.594.0;ASSOCIAÇÃO NACIONAL DE MICROEMPRESAS DE CRECHES E DE JARDINS DE INFANCIA;ANJIC;ANJIC;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;VILA NOVA DE GAIA;PORTO;Extinta;2008-03-29;2013-03-29
5.516.0;ASSOCIAÇÃO NACIONAL DE OPERADORES DE MÁQUINAS RECREATIVAS;ANOMAR;ANOMAR;registo;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1997-11-15;2012-07-08
5.496.0;ASSOCIAÇÃO NACIONAL DE OSTEOPATAS;ANOTerapeutas;ANO;registo+desambiguada;ASSOCIAÇÃO DE EMPREGADORES;empregadores;LISBOA;LISBOA;Extinta;1995-06-30;1995-06-30
