codigo_dgert;denominacao;sigla;sigla_base;origem_sigla;tipo;lado;concelho;distrito;estado_registo;primeira_atividade;ultima_atividade
1.181.0;SINDICATO DOS OPERÁRIOS CARPINTEIROS, SERRAÇÕES DE MADEIRAS E OFÍCIOS CORRELATIVOS DO DISTRITO DO PORTO;OPERARIOS;OPERARIOS;recurso;SINDICATO;trabalhadores;PORTO;PORTO;Extinta;1975-08-29;1978-05-29
1.114.0;SINDICATO DOS OPERÁRIOS CHAPELEIROS;OPERARIOSCHAPELEIROS;OPERARIOSCHAPELEIROS;recurso;SINDICATO;trabalhadores;OLIVEIRA DE AZEMÉIS;AVEIRO;Extinta;1975-08-12;1975-08-12
1.294.0;SINDICATO DOS OPERÁRIOS CORTICEIROS DO DISTRITO DE FARO;OPERARIOSCORTISilves;OPERARIOSCORTICEIROS;recurso+desambiguada;SINDICATO;trabalhadores;SILVES;BEJA;Extinta;1976-01-03;1981-02-07
1.274.0;SINDICATO DOS OPERÁRIOS CORTICEIROS DO DISTRITO DE PORTALEGRE;OPERARIOOperariosCor;OPERARIOSCORTICEIROS;recurso+desambiguada;SINDICATO;trabalhadores;;PORTALEGRE;Extinta;1975-09-16;2025-07-15
1.171.0;SINDICATO DOS OPERÁRIOS CORTICEIROS DO NORTE;OPERARIOSCORTICEIROS;OPERARIOSCORTICEIROS;recurso;SINDICATO;trabalhadores;SANTA MARIA DA FEIRA;AVEIRO;Activa;1975-08-20;2025-09-29
1.148.0;SINDICATO DOS OPERÁRIOS DA CONSTRUÇÃO CIVIL DO DISTRITO DE BRAGANÇA;OPERARIOSCONBraganca;OPERARIOSCONSTRUCAO;recurso+desambiguada;SINDICATO;trabalhadores;BRAGANÇA;BRAGANÇA;Extinta;1975-08-26;1979-05-08
1.253.0;SINDICATO DOS OPERÁRIOS DA CONSTRUÇÃO CIVIL E OFÍCIOS CORRELATIVOS DE CHAVES;OPERARIOSCONSTChaves;OPERARIOSCONSTRUCAO;recurso+desambiguada;SINDICATO;trabalhadores;CHAVES;VILA REAL;Extinta;1975-09-10;1982-08-14
1.51.0;SINDICATO DOS OPERÁRIOS DA CONSTRUÇÃO CIVIL E OFÍCIOS CORRELATIVOS DO DISTRITO DE COIMBRA;OPERARIOSCONSTRUCAO;OPERARIOSCONSTRUCAO;recurso;SINDICATO;trabalhadores;COIMBRA;COIMBRA;Extinta;1975-10-28;1978-05-22
1.64.0;SINDICATO DOS OPERÁRIOS DA CONSTRUÇÃO CIVIL E OFÍCIOS CORRELATIVOS DO DISTRITO DE VILA REAL;OPERARIOSCOOperarios;OPERARIOSCONSTRUCAO;recurso+desambiguada;SINDICATO;trabalhadores;VILA REAL;VILA REAL;Extinta;1975-07-26;1982-08-14
1.67.0;SINDICATO DOS OPERÁRIOS DA CONSTRUÇÃO CIVIL, MARCENARIA E CANTARIA DO DISTRITO DE SANTARÉM;OPERARIOSCONSantarem;OPERARIOSCONSTRUCAO;recurso+desambiguada;SINDICATO;trabalhadores;SANTARÉM;SANTARÉM;Extinta;1975-08-08;1977-08-15
1.264.0;SINDICATO DOS OPERÁRIOS DA CONSTRUÇÃO CIVIL, MARMORISTAS E MONTANTES DO DISTRITO DE AVEIRO;OPERARIOSCONSTLisboa;OPERARIOSCONSTRUCAO;recurso+desambiguada;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1975-09-17;1977-11-29
1.149.0;SINDICATO DOS OPERÁRIOS DA CONSTRUÇÃO CIVIL, MARMORISTAS E MONTANTES DO DISTRITO DE VIANA DO CASTELO;OPERARIOOperariosCon;OPERARIOSCONSTRUCAO;recurso+desambiguada;SINDICATO;trabalhadores;VIANA DO CASTELO;VIANA DO CASTELO;Extinta;1975-08-26;1988-09-15
1.230.0;SINDICATO DOS OPERÁRIOS DA INDÚSTRIA DE CALÇADO, MALAS E AFINS DOS DISTRITOS DE AVEIRO E COIMBRA;OPERARIOSaojoaodamad;OPERARIOSINDUSTRIA;recurso+desambiguada;SINDICATO;trabalhadores;SÃO JOÃO DA MADEIRA;AVEIRO;Activa;1975-09-17;2010-07-08
1.268.0;SINDICATO DOS OPERÁRIOS DA INDÚSTRIA DE CURTUMES DO DISTRITO DE BRAGA;OPERARIOSINGuimaraes;OPERARIOSINDUSTRIA;recurso+desambiguada;SINDICATO;trabalhadores;GUIMARÃES;BRAGA;Extinta;1975-09-16;2026-02-08
1.33.0;SINDICATO DOS OPERÁRIOS DA INDÚSTRIA DE CURTUMES DO DISTRITO DO PORTO;OPERARIOSINDUSTRIA;OPERARIOSINDUSTRIA;recurso;SINDICATO;trabalhadores;PORTO;PORTO;Extinta;1975-07-29;2000-05-15
1.33.1;SINDICATO DOS OPERÁRIOS DA INDÚSTRIAIS DE CURTUMES;OPERARIOSINDUSTRIAIS;OPERARIOSINDUSTRIAIS;recurso;SINDICATO;trabalhadores;PORTO;PORTO;Extinta;1994-06-15;2018-03-29
1.42.0;SINDICATO DOS OPERÁRIOS DA INDÚSTRIAIS DE MÁRMORES, CANTARIAS E OFÍCIOS CORRELATIVOS DO DISTRITO DE LISBOA;OPERARIOSINOperarios;OPERARIOSINDUSTRIAIS;recurso+desambiguada;SINDICATO;trabalhadores;SINTRA;LISBOA;Extinta;1975-08-01;1976-08-30
1.289.0;SINDICATO DOS OPERÁRIOS DAS INDÚSTRIA DE MADEIRAS DOS DISTRITOS DO PORTO E AVEIRO;OPERARIOSINDGondomar;OPERARIOSINDUSTRIA;recurso+desambiguada;SINDICATO;trabalhadores;GONDOMAR;PORTO;Extinta;1976-02-20;1976-02-20
1.322.0;SINDICATO DOS OPERÁRIOS DAS INDÚSTRIAIS DE MADEIRA DO DISTRITO DE LEIRIA;OPERARIOSINDUSLeiria;OPERARIOSINDUSTRIAIS;recurso+desambiguada;SINDICATO;trabalhadores;LEIRIA;LEIRIA;Extinta;1976-11-20;2017-04-15
1.106.0;SINDICATO DOS OPERÁRIOS DAS INDÚSTRIAIS DE MADEIRAS DO DISTRITO DE VIANA DO CASTELO;OPERARIOVianadocaste;OPERARIOSINDUSTRIAIS;recurso+desambiguada;SINDICATO;trabalhadores;VIANA DO CASTELO;VIANA DO CASTELO;Extinta;1975-08-19;1988-09-15
1.116.0;SINDICATO DOS OPERÁRIOS ESTUCADORES, TROLHAS E PINTORES DO DISTRITO DO PORTO;OPERARIOSESTUCADORES;OPERARIOSESTUCADORES;recurso;SINDICATO;trabalhadores;PORTO;PORTO;Extinta;1975-08-12;1978-05-29
1.205.0;SINDICATO DOS OPERÁRIOS PEDREIROS, MARMORISTAS, MONTANTES E OFÍCIOS CORRELATIVOS DO DISTRITO DO PORTO;OPERARIOSPEDREIROS;OPERARIOSPEDREIROS;recurso;SINDICATO;trabalhadores;PORTO;PORTO;Extinta;1975-09-26;1978-05-29
1.251.0;SINDICATO DOS PESCADORES DA PÓVOA DO VARZIM;PESCADORESPOVOA;PESCADORESPOVOA;recurso;SINDICATO;trabalhadores;PÓVOA DE VARZIM;VIANA DO CASTELO;Extinta;1975-09-04;2011-10-29
1.277.1;SINDICATO DOS PESCADORES DE AVEIRO;SINPESCAVEIRO;SINPESCAVEIRO;registo;SINDICATO;trabalhadores;AVEIRO;AVEIRO;Activa;1983-01-15;1983-09-30
1.249.0;SINDICATO DOS PESCADORES DE MATOSINHOS;PESCADORESMATOSINHOS;PESCADORESMATOSINHOS;recurso;SINDICATO;trabalhadores;MATOSINHOS;PORTO;Extinta;1975-09-02;1995-03-15
1.258.1;SINDICATO DOS PESCADORES DE VILA DO CONDE;PESCADORESVILACONDE;PESCADORESVILACONDE;recurso;SINDICATO;trabalhadores;VILA DO CONDE;PORTO;Extinta;1979-12-08;1995-03-15
1.277.0;SINDICATO DOS PESCADORES DO DISTRITO DE AVEIRO;PESCADORESDISTAveiro;PESCADORESDISTRITO;recurso+desambiguada;SINDICATO;trabalhadores;AVEIRO;AVEIRO;Activa;1975-09-16;1976-09-04
1.244.0;SINDICATO DOS PESCADORES DO DISTRITO DE COIMBRA;PESCADORFigueiradafo;PESCADORESDISTRITO;recurso+desambiguada;SINDICATO;trabalhadores;FIGUEIRA DA FOZ;COIMBRA;Extinta;1975-08-13;2012-05-29
1.302.0;SINDICATO DOS PESCADORES DO DISTRITO DE FARO;PESCADORESDIPortimao;PESCADORESDISTRITO;recurso+desambiguada;SINDICATO;trabalhadores;PORTIMÃO;FARO;Extinta;1976-01-27;1980-05-29
1.50.0;SINDICATO DOS PESCADORES DO DISTRITO DE LEIRIA;PESCADORESPescadores;PESCADORESDISTRITO;recurso+desambiguada;SINDICATO;trabalhadores;PENICHE;LEIRIA;Extinta;1975-08-05;1981-12-15
1.1.0;SINDICATO DOS PESCADORES DO DISTRITO DE SETUBAL;PESCADORESDISTRITO;PESCADORESDISTRITO;recurso;SINDICATO;trabalhadores;SETÚBAL;SETÚBAL;Extinta;1975-09-26;1975-09-26
1.320.0;SINDICATO DOS PILOTOS DA AVIAÇÃO CIVIL;SPAC;SPAC;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1977-01-05;2024-07-29
1.68.0;SINDICATO DOS PINTORES DA CONSTRUÇÃO E REPARAÇÃO NAVAL;PINTORESCONSTRUCAO;PINTORESCONSTRUCAO;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1975-08-08;1976-06-30
1.636.0;SINDICATO DOS POLICIAS DE BRAGA;SPBRAGA;SPBRAGA;registo;SINDICATO;trabalhadores;BRAGA;BRAGA;Extinta;2018-01-22;2026-05-29
1.650.0;SINDICATO DOS POLICIAS DE VISEU;SINPOLVIS;SINPOLVIS;registo;SINDICATO;trabalhadores;VOUZELA;;Activa;2019-03-23;2019-05-22
1.624.0;SINDICATO DOS POLICIAS DO PORTO;SINDIPOLPORTO;SINDIPOLPORTO;registo;SINDICATO;trabalhadores;GONDOMAR;PORTO;Extinta;2016-10-06;2022-03-08
1.540.2;SINDICATO DOS POLÍCIAS PORTUGUESES (SPP/PSP);SPPPSP;SPPPSP;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;;
1.540.1;SINDICATO DOS POLÍCIAS PORTUGUESES DA POLÍCIA DE SEGURANÇA PÚBLICA;SPPPSP;SPPPSP;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;2026-01-22;2026-01-22
1.256.0;SINDICATO DOS PORTEIROS E PORTEIRAS DOS PRÉDIOS URBANOS;SPPPU;SPPPU;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1976-02-12;2011-11-22
1.299.0;SINDICATO DOS PROFESSORES DA GRANDE LISBOA;SPGL;SPGL;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1976-02-21;2023-07-15
1.405.0;SINDICATO DOS PROFESSORES DA REGIÃO CENTRO;PROFESSORESREGIAO;PROFESSORESREGIAO;recurso;SINDICATO;trabalhadores;COIMBRA;COIMBRA;Activa;1982-07-15;1982-07-15
1.405.1;SINDICATO DOS PROFESSORES DA REGIÃO CENTRO;SPRC;SPRC;registo;SINDICATO;trabalhadores;;COIMBRA;Activa;1986-08-30;2026-07-08
1.318.0;SINDICATO DOS PROFESSORES DA ZONA CENTRO;SPZCENTRO;SPZCENTRO;registo;SINDICATO;trabalhadores;;COIMBRA;Activa;1976-10-26;2023-02-28
1.250.0;SINDICATO DOS PROFESSORES DA ZONA NORTE;SPZN;SPZN;registo;SINDICATO;trabalhadores;PORTO;PORTO;Activa;1975-09-02;2026-06-08
1.304.0;SINDICATO DOS PROFESSORES DA ZONA SUL;SPZS;SPZS;registo;SINDICATO;trabalhadores;ÉVORA;ÉVORA;Activa;1976-04-23;2024-06-29
1.443.0;SINDICATO DOS PROFESSORES DO 1º. CICLO DO ENSINO BÁSICO;SIPPEB;SIPPEB;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1988-06-30;2001-07-08
1.549.0;SINDICATO DOS PROFESSORES DO ENSINO SUPERIOR;SPES;SPES;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;2003-06-29;2016-05-08
1.411.0;SINDICATO DOS PROFESSORES DO NORTE (SPN);SPN;SPN;registo;SINDICATO;trabalhadores;PORTO;PORTO;Activa;1983-01-15;2026-07-22
1.443.1;SINDICATO DOS PROFESSORES DO PRÉ-ESCOLAR E ENSINO BÁSICO;SIPPEB;SIPPEB;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;2001-11-23;2010-01-08
1.371.0;SINDICATO DOS PROFESSORES NA EUROPA;SPE;SPE;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1980-10-15;1980-10-15
1.371.1;SINDICATO DOS PROFESSORES NO ESTRANGEIRO;SPE;SPE;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1992-05-15;2024-03-22
1.431.0;SINDICATO DOS PROFESSORES PORTUGUESES NAS COMUNIDADES LUSÍADAS;SPCL;SPCL;registo;SINDICATO;trabalhadores;PORTO;PORTO;Activa;1986-04-30;2021-02-22
1.483.1;SINDICATO DOS PROFISSIONAIS ADMINISTRATIVOS DA SAÚDE (SPAS);SPAS;SPAS;registo;SINDICATO;trabalhadores;VILA NOVA DE GAIA;PORTO;Activa;2022-05-15;2026-05-08
1.571.0;SINDICATO DOS PROFISSIONAIS DA EDUCAÇÃO;SPED;SPED;registo;SINDICATO;trabalhadores;ENTRONCAMENTO;SANTARÉM;Activa;2006-06-10;2006-08-29
1.303.0;SINDICATO DOS PROFISSIONAIS DA INDÚSTRIA DE LACTICÍNIOS DO SUL;INDUSTRIALACTICINIOS;INDUSTRIALACTICINIOS;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1976-06-08;1984-06-30
1.269.1;SINDICATO DOS PROFISSIONAIS DE BANCA DOS CASINOS;SPBC;SPBC;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1983-11-30;2011-08-08
1.233.0;SINDICATO DOS PROFISSIONAIS DE ENFERMAGEM DA ZONA CENTRO;ENFERMAGEMZONACENTRO;ENFERMAGEMZONACENTRO;recurso;SINDICATO;trabalhadores;COIMBRA;COIMBRA;Activa;1975-09-20;1975-09-20
1.278.0;SINDICATO DOS PROFISSIONAIS DE ESCRITÓRIO E COMÉRCIO DA GUARDA;ESCRITORIOCOMER12780;ESCRITORIOCOMERCIO;recurso+desambiguada;SINDICATO;trabalhadores;;GUARDA;Extinta;1975-11-14;1998-07-30
1.229.0;SINDICATO DOS PROFISSIONAIS DE FARMÁCIA DO NORTE;FARMACIANORTE;FARMACIANORTE;recurso;SINDICATO;trabalhadores;;PORTO;Activa;1975-09-06;1975-09-06
1.2.0;SINDICATO DOS PROFISSIONAIS DE INFORMAÇÃO TURÍSTICA, INTERPRETES, TRADUTORES E PROFISSOÕES SIMILARES;INFORMACAOTURISTICA;INFORMACAOTURISTICA;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1975-08-07;1980-05-22
1.138.0;SINDICATO DOS PROFISSIONAIS DE LACTICÍNIOS;LACTICINIOS;LACTICINIOS;recurso;SINDICATO;trabalhadores;OLIVEIRA DE AZEMÉIS;AVEIRO;Activa;1975-10-28;2001-02-22
1.138.1;SINDICATO DOS PROFISSIONAIS DE LACTICINIOS, ALIMENTAÇÃO, AGRICULTURA, ESCRITORIOS, COMERCIO, SERVIÇOS, TRANSPORTES RODOVIARIOS,METALOMECANICA, METALURGIA, CONSTRUÇAO CIVIL E MADEIRAS;LACTICINIOS;LACTICINIOS;recurso;SINDICATO;trabalhadores;OLIVEIRA DE AZEMÉIS;AVEIRO;Activa;2001-05-22;2022-01-08
1.410.1;SINDICATO DOS PROFISSIONAIS DE MÁQUINAS DA MARINHA MERCANTE DE PORTUGAL;MAQUINASMARINHA;MAQUINASMARINHA;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1987-03-15;1995-05-30
1.223.0;SINDICATO DOS PROFISSIONAIS DE OURIVESARIA, RELOJOARIA E OFÍCIOS CORRELATIVOS DO NORTE;OURIVESARIA;OURIVESARIA;recurso;SINDICATO;trabalhadores;PORTO;PORTO;Extinta;1975-09-26;1981-03-21
1.540.0;SINDICATO DOS PROFISSIONAIS DE POLÍCIA DA POLÍCIA DE SEGURANÇA PÚBLICA;SPPPSP;SPPPSP;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;2002-08-08;2024-03-29
1.454.0;SINDICATO DOS PROFISSIONAIS DE SEGUROS DE PORTUGAL;SISEP;SISEP;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1989-04-30;2025-03-15
1.204.1;SINDICATO DOS PROFISSIONAIS DE TRANSPORTES, EMPREGADOS EM GARAGENS, ESTAÇÕES DE SERVIÇO, STANDS DE AUTOMÓVEIS E OFÍCIOS CORRELATIVOS DO DISTRITO DE AVEIRO;TRANSPORTransportesE;TRANSPORTES;recurso+desambiguada;SINDICATO;trabalhadores;OLIVEIRA DE AZEMÉIS;AVEIRO;Extinta;1976-09-28;1981-02-07
1.123.0;SINDICATO DOS PROFISSIONAIS DO COMÉRCIO E SERVIÇOS DO DISTRITO DE ÉVORA;COMERCIOSERVICOS;COMERCIOSERVICOS;recurso;SINDICATO;trabalhadores;ÉVORA;ÉVORA;Extinta;1975-08-23;1977-11-08
1.263.1;SINDICATO DOS PROFISSIONAIS DO PENTEADO, ARTE E BELEZA;SINDPAB;SINDPAB;registo;SINDICATO;trabalhadores;;LISBOA;Extinta;1991-07-30;2014-01-15
1.204.0;SINDICATO DOS PROFISSIONAIS DOS TRANSPORTES RODOVIÁRIOS, EMPREGADOS EM GARAGENS, ESTAÇÕES DE SERVIÇO, STAND DE AUTOMÓVEIS E OFÍCIOS CORRELATIVOS DO DISTRITO DE AVEIRO;TRANSPORTransportesE;TRANSPORTES;recurso+desambiguada;SINDICATO;trabalhadores;OLIVEIRA DE AZEMÉIS;AVEIRO;Extinta;1975-09-18;1975-09-18
1.341.1;SINDICATO DOS QUADROS DA AVIAÇÃO COMERCIAL;SQAC;SQAC;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1990-09-30;2025-11-15
1.341.0;SINDICATO DOS QUADROS DA AVIAÇÃO COMERCIAL NACIONAL E ESTRANGEIRA;SQAC;SQAC;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1978-03-22;1978-03-22
1.143.1;SINDICATO DOS QUADROS E TÉCNICOS DE DESENHO;SQTD;SQTD;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1988-02-29;2010-02-08
1.143.2;SINDICATO DOS QUADROS E TÉCNICOS DE DESENHO;SQTD;SQTD;registo;SINDICATO;trabalhadores;LOURES;LISBOA;Activa;2013-09-26;2023-03-08
1.384.1;SINDICATO DOS QUADROS E TÉCNICOS DOS TRANSPORTES;SIQTER;SIQTER;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1986-12-30;2001-01-08
1.384.0;SINDICATO DOS QUADROS E TÉCNICOS DOS TRANSPORTES RODOVIÁRIOS;QUADROSTECNICOLisboa;QUADROSTECNICOS;recurso+desambiguada;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1981-05-15;1981-05-15
1.348.0;SINDICATO DOS QUADROS TÉCNICOS DA INDÚSTRIA TÊXTIL DE LANIFÍCIOS;QUADROSTECNICQuadros;QUADROSTECNICOS;recurso+desambiguada;SINDICATO;trabalhadores;COVILHÃ;CASTELO BRANCO;Extinta;1978-08-15;2013-01-15
1.331.0;SINDICATO DOS QUADROS TÉCNICOS DO ESTADO;STE;STE;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1977-06-15;2010-01-08
1.331.1;SINDICATO DOS QUADROS TÉCNICOS DO ESTADO E DE ENTIDADES COM FINS PÚBLICOS;STE;STE;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;2010-04-08;2026-01-22
1.93.0;SINDICATO DOS TANOEIROS DE PORTUGAL;TANOEIROS;TANOEIROS;recurso;SINDICATO;trabalhadores;VILA NOVA DE GAIA;PORTO;Extinta;1975-08-13;1982-09-30
1.192.0;SINDICATO DOS TAPETEIROS, CORDOEIROS E REDEIROS DO CENTRO DO PAÍS;TAPETEIROSCORDOEIROS;TAPETEIROSCORDOEIROS;recurso;SINDICATO;trabalhadores;OVAR;AVEIRO;Extinta;1975-08-30;1982-06-15
1.481.0;SINDICATO DOS TÉCNICOS ADMINISTRATIVOS E AUXILIARES DE EDUCAÇÃO DA ZONA CENTRO;STAAEZC;STAAEZC;registo;SINDICATO;trabalhadores;COIMBRA;COIMBRA;Activa;1992-06-30;2006-02-22
1.654.0;SINDICATO DOS TECNICOS DA DIREÇAO-GERAL DE REINSERÇAO E SERVIÇOS PRISIONAIS- SINDGRS;SINDGRS;SINDGRS;registo;SINDICATO;trabalhadores;PORTO;PORTO;Activa;2019-05-18;2023-11-29
1.595.0;SINDICATO DOS TÉCNICOS DE ACTIVIDADES DE ENRIQUECIMENTO CURRICULAR;STAEC;STAEC;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;2010-07-15;2011-04-22
1.576.0;SINDICATO DOS TÉCNICOS DE AMBULÂNCIA DE EMERGÊNCIA;STAE;STAE;registo;SINDICATO;trabalhadores;VILA DO CONDE;AVEIRO;Activa;2007-09-08;2013-12-08
1.576.1;SINDICATO DOS TÉCNICOS DE AMBULÂNCIA DE EMERGÊNCIA, E TECNICOS OPERADORES DE TELECOMUNICAÇOES;STAETOTE;STAETOTE;registo;SINDICATO;trabalhadores;VILA DO CONDE;AVEIRO;Activa;2014-06-24;2015-01-08
1.143.0;SINDICATO DOS TÉCNICOS DE DESENHO;STQD;STQD;registo;SINDICATO;trabalhadores;LOURES;LISBOA;Activa;1975-08-23;2000-04-15
1.576.2;SINDICATO DOS TÉCNICOS DE EMERGÊNCIA,PRE-HOSPITALAR - STEPH;STEPH;STEPH;registo;SINDICATO;trabalhadores;VILA DO CONDE;PORTO;Activa;2016-11-22;2017-06-29
1.517.0;SINDICATO DOS TÉCNICOS DE HANDLING DE AEROPORTOS;STHA;STHA;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1998-07-30;2019-04-08
1.441.0;SINDICATO DOS TÉCNICOS DE INFORMAÇÃO E COMUNICAÇÕES AERONÁUTICAS (SINTICA);SINTICA;SINTICA;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1987-05-30;2025-01-22
1.340.0;SINDICATO DOS TÉCNICOS DE MANUTENÇÃO DE AERONAVES;SITEMA;SITEMA;registo;SINDICATO;trabalhadores;LOURES;LISBOA;Activa;1978-04-15;2026-07-15
1.689.0;SINDICATO DOS TÉCNICOS DE MIGRAÇÃO (STM);STM;STM;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;2024-10-22;2024-10-22
1.526.0;SINDICATO DOS TECNICOS DE NAVEGAÇAO AEREA;SITNA;SITNA;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;2000-02-03;2024-10-22
1.464.0;SINDICATO DOS TÉCNICOS DE OBSERVAÇÃO E REDE METEOROLÓGICA;STORMETEO;STORMETEO;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1990-02-28;2011-07-29
1.160.0;SINDICATO DOS TÉCNICOS DE PRÓTESE DENTÁRIA;TECNICOSPROTESE;TECNICOSPROTESE;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1975-09-04;1984-10-30
1.160.1;SINDICATO DOS TÉCNICOS DE PRÓTESE DENTÁRIA;TECNICOSPROTESE;TECNICOSPROTESE;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;2011-08-08;2011-08-08
1.422.0;SINDICATO DOS TÉCNICOS DE SEGURANÇA AÉREA;SITECSA;SITECSA;registo;SINDICATO;trabalhadores;LOURES;LISBOA;Activa;1985-01-15;2026-08-15
1.118.1;SINDICATO DOS TÉCNICOS DE SERVIÇO SOCIAL;TECNICOSSERVICO;TECNICOSSERVICO;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1980-07-15;2003-02-15
1.286.0;SINDICATO DOS TÉCNICOS DE TOPOGRAFIA;TECNICOSTOPOGRAFIA;TECNICOSTOPOGRAFIA;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1975-10-01;1975-10-01
1.84.1;SINDICATO DOS TÉCNICOS DE VENDAS;TECNICOSVENDAS;TECNICOSVENDAS;recurso;SINDICATO;trabalhadores;PORTO;PORTO;Extinta;1983-05-30;1987-09-15
1.84.2;SINDICATO DOS TÉCNICOS DE VENDAS DO NORTE E CENTRO;TECNICOSVENDASNORTE;TECNICOSVENDASNORTE;recurso;SINDICATO;trabalhadores;PORTO;PORTO;Extinta;2003-05-29;2012-03-29
1.548.0;SINDICATO DOS TÉCNICOS DE VENDAS DO SUL E ILHAS;TECNICOSVENDASSUL;TECNICOSVENDASSUL;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;2003-05-29;2003-05-29
1.548.1;SINDICATO DOS TÉCNICOS DE VENDAS DO SUL E ILHAS;STVSIH;STVSIH;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;2003-09-08;2016-01-08
1.337.0;SINDICATO DOS TÉCNICOS DE VOO DA AVIAÇÃO CIVIL;TECNICOSVOOAVIACAO;TECNICOSVOOAVIACAO;recurso;SINDICATO;trabalhadores;LISBOA;LISBOA;Extinta;1977-12-08;2026-03-08
1.273.1;SINDICATO DOS TÉCNICOS PARAMÉDICOS;TECNICOSPARAMEDICOS;TECNICOSPARAMEDICOS;recurso;SINDICATO;trabalhadores;PORTO;PORTO;Activa;1988-01-30;1998-07-30
1.273.0;SINDICATO DOS TECNICOS PARAMÉDICOS DO NORTE/CENTRO;TECNICOSPARAMEDICOS;TECNICOSPARAMEDICOS;recurso;SINDICATO;trabalhadores;PORTO;PORTO;Activa;1976-02-24;1976-02-24
1.465.0;SINDICATO DOS TÉCNICOS PORTUGUESES DAS INSTALAÇÕES E EQUIPAMENTOS DA SAÚDE E MANUTENÇÃO HOSPITALAR;TECNICOSINSTALACOES;TECNICOSINSTALACOES;recurso;SINDICATO;trabalhadores;PORTO;PORTO;Extinta;1990-04-16;2011-11-15
1.368.2;SINDICATO DOS TÉCNICOS SUPERIORES DE DIAGNÓSTICO E TERAPÊUTICA;SINDITE;SINDITE;registo;SINDICATO;trabalhadores;PORTO;PORTO;Activa;2003-06-28;2025-12-08
1.455.1;SINDICATO DOS TÉCNICOS SUPERIORES, ADMINISTRATIVOS E AUXILIARES DE EDUCAÇÃO DA ZONA NORTE (STAAE-ZN);STAAEZN;STAAEZN;registo;SINDICATO;trabalhadores;PORTO;PORTO;Activa;2006-10-01;2024-10-15
1.481.1;SINDICATO DOS TÉCNICOS SUPERIORES, ASSISTENTES E AUXILIARES DE EDUCAÇÃO DA ZONA CENTRO;STAAEZC;STAAEZC;registo;SINDICATO;trabalhadores;COIMBRA;COIMBRA;Activa;2010-12-10;2025-03-29
1.455.0;SINDICATO DOS TÉCNICOS, ADMINISTRATIVOS E AUXILIARES DE EDUCAÇÃO DA ZONA NORTE;STAAEZN;STAAEZN;registo;SINDICATO;trabalhadores;PORTO;PORTO;Activa;1989-04-30;2003-01-08
1.476.0;SINDICATO DOS TÉCNICOS, ADMINISTRATIVOS E AUXILIARES DE EDUCAÇÃO DO SUL E REGIÕES AUTÓNOMAS;STAAESULER;STAAESULER;registo;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1991-08-30;2021-11-29
1.248.1;SINDICATO DOS TELEFONISTAS E OFÍCIOS CORRELATIVOS DO DISTRITO DE LISBOA;TELEFONITelefonistas;TELEFONISTASOFICIOS;recurso+desambiguada;SINDICATO;trabalhadores;LISBOA;LISBOA;Activa;1978-07-29;1978-07-29
